date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:10:52	55180/55180	---M--	200	added ('OK')	font/woff2	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/media/4c4667e2bb125609-s.p.woff2	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/media/4c4667e2bb125609-s.p.woff2	(from https://benlordiase.com/index.html)
13:10:53	55900/55900	---M--	200	added ('OK')	font/woff2	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/media/4356a8cc4b9a973a-s.p.woff2	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/media/4356a8cc4b9a973a-s.p.woff2	(from https://benlordiase.com/index.html)
13:10:53	57144/57144	---M--	200	added ('OK')	font/woff2	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/media/6bd967b3fc58cc5f-s.p.woff2	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/media/6bd967b3fc58cc5f-s.p.woff2	(from https://benlordiase.com/index.html)
13:10:53	57632/57632	---M--	200	added ('OK')	font/woff2	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/media/8c72d7c66e62e47e-s.p.woff2	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/media/8c72d7c66e62e47e-s.p.woff2	(from https://benlordiase.com/index.html)
13:10:53	57784/57784	---M--	200	added ('OK')	font/woff2	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/media/00c4056187920ce9-s.p.woff2	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/media/00c4056187920ce9-s.p.woff2	(from https://benlordiase.com/index.html)
13:10:54	58192/58192	---M--	200	added ('OK')	font/woff2	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/media/8ec293e202f826c3-s.p.woff2	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/media/8ec293e202f826c3-s.p.woff2	(from https://benlordiase.com/index.html)
13:10:54	58692/58692	---M--	200	added ('OK')	font/woff2	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/media/b55cd65cf01b64f8-s.p.woff2	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/media/b55cd65cf01b64f8-s.p.woff2	(from https://benlordiase.com/index.html)
13:10:54	1435/1435	---MCZ	200	added ('OK')	text/css	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/css/b20562d5150b747f.css	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/css/b20562d5150b747f.css	(from https://benlordiase.com/index.html)
13:10:56	7051/7051	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/chunks/webpack-6b260aceb6152c44.js	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/chunks/webpack-6b260aceb6152c44.js	(from https://benlordiase.com/index.html)
13:10:56	214430/214430	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/chunks/polyfills-42372ed130431b0a.js	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/chunks/polyfills-42372ed130431b0a.js	(from https://benlordiase.com/index.html)
13:10:56	292724/292724	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/chunks/framework-e395cdc0b9492b04.js	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/chunks/framework-e395cdc0b9492b04.js	(from https://benlordiase.com/index.html)
13:10:57	232158/232158	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/chunks/main-977587c0bc4ccfec.js	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/chunks/main-977587c0bc4ccfec.js	(from https://benlordiase.com/index.html)
13:10:57	1642795/1642795	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/chunks/pages/_app-aba2912ba74495e5.js	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/chunks/pages/_app-aba2912ba74495e5.js	(from https://benlordiase.com/index.html)
13:10:58	11915/11915	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/chunks/652-8b0d00e99591c6f2.js	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/chunks/652-8b0d00e99591c6f2.js	(from https://benlordiase.com/index.html)
13:10:59	18490/18490	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/chunks/5-edb6b6774a4dffb8.js	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/chunks/5-edb6b6774a4dffb8.js	(from https://benlordiase.com/index.html)
13:10:59	12503/12503	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/chunks/892-3667d4ea804e8de5.js	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/chunks/892-3667d4ea804e8de5.js	(from https://benlordiase.com/index.html)
13:10:59	22032/22032	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/chunks/695-c51ae095963c3933.js	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/chunks/695-c51ae095963c3933.js	(from https://benlordiase.com/index.html)
13:11:00	93175/93175	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/chunks/64-61798773cd4811c5.js	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/chunks/64-61798773cd4811c5.js	(from https://benlordiase.com/index.html)
13:11:00	20281/20281	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/chunks/pages/index-6641f2b668947c23.js	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/chunks/pages/index-6641f2b668947c23.js	(from https://benlordiase.com/index.html)
13:11:00	2447/2447	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/Xfm_ELVrPiM6kJmmOcSsA/_buildManifest.js	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/Xfm_ELVrPiM6kJmmOcSsA/_buildManifest.js	(from https://benlordiase.com/index.html)
13:11:01	458/458	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/_next/static/Xfm_ELVrPiM6kJmmOcSsA/_ssgManifest.js	C:/My%20Web%20Sites/phantom/benlordiase.com/index/_next/static/Xfm_ELVrPiM6kJmmOcSsA/_ssgManifest.js	(from https://benlordiase.com/index.html)
13:11:01	24671/24671	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Jul%202025%2022:32:15%20GMT	https://benlordiase.com/key	C:/My%20Web%20Sites/phantom/benlordiase.com/key.html	(from https://benlordiase.com/index.html)
13:11:02	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:01%20GMT	https://benlordiase.com/support	C:/My%20Web%20Sites/phantom/benlordiase.com/support	(from https://benlordiase.com/index.html)
13:11:02	3283/3283	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/lottie/wink-purple.lottie	C:/My%20Web%20Sites/phantom/benlordiase.com/index/lottie/wink-purple.lottie	(from https://benlordiase.com/index.html)
13:11:03	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:02%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/74d54d67dad5f3159be269203f14a173bb49622f.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/74d54d67dad5f3159be269203f14a173bb49622f.mp4	(from https://benlordiase.com/index.html)
13:11:03	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:03%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/c2810bb8c2e2da6349630ac2138c755146d1dd18.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/c2810bb8c2e2da6349630ac2138c755146d1dd18.webm	(from https://benlordiase.com/index.html)
13:11:04	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:04%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/36085bc56da2e00839726f735620e994dc6a60c5.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/36085bc56da2e00839726f735620e994dc6a60c5.mp4	(from https://benlordiase.com/index.html)
13:11:05	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:04%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/86be57f4a08711b67a14aa345905ad9a84bf44da.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/86be57f4a08711b67a14aa345905ad9a84bf44da.webm	(from https://benlordiase.com/index.html)
13:11:05	8021/8021	---M--	200	added ('OK')	application/octet-stream	date:Sun,%2013%20Jul%202025%2012:51:29%20GMT	https://benlordiase.com/index/lottie/hearts-purple.lottie	C:/My%20Web%20Sites/phantom/benlordiase.com/index/lottie/hearts-purple.lottie	(from https://benlordiase.com/index.html)
13:11:06	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:05%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/0fda37a1da9cb6fb491d213be80fa8937530ff07.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/0fda37a1da9cb6fb491d213be80fa8937530ff07.mp4	(from https://benlordiase.com/index.html)
13:11:06	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:06%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/c0004d979a7981cb1e78388368da034570af528d.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/c0004d979a7981cb1e78388368da034570af528d.webm	(from https://benlordiase.com/index.html)
13:11:07	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:07%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/326e94141dfe4241a8f8ac6ece1f6d1e19f66d33.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/326e94141dfe4241a8f8ac6ece1f6d1e19f66d33.mp4	(from https://benlordiase.com/index.html)
13:11:08	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:07%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/1899070b6094700924d635fff944add871716d35.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/1899070b6094700924d635fff944add871716d35.webm	(from https://benlordiase.com/index.html)
13:11:08	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:08%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/4aa06ad3a2cba9fd6400640fc8872ceb5cf139b7.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/4aa06ad3a2cba9fd6400640fc8872ceb5cf139b7.mp4	(from https://benlordiase.com/index.html)
13:11:09	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:08%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/012c2bcd55aa749a4aeb97d5bc0cccce2b8ba27f.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/012c2bcd55aa749a4aeb97d5bc0cccce2b8ba27f.webm	(from https://benlordiase.com/index.html)
13:11:09	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:09%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/40b685574f04ca5f5ed3710c27b21a6bce89ae2b.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/40b685574f04ca5f5ed3710c27b21a6bce89ae2b.mp4	(from https://benlordiase.com/index.html)
13:11:10	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:10%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/3732552b82b3787b8d64921d3ea29a780ebe28ba.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/3732552b82b3787b8d64921d3ea29a780ebe28ba.webm	(from https://benlordiase.com/index.html)
13:11:11	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:10%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/00ab4bb6e7bf6182f95839b5bf416a8a4c6e7819.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/00ab4bb6e7bf6182f95839b5bf416a8a4c6e7819.mp4	(from https://benlordiase.com/index.html)
13:11:11	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:11%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/284feb2572b3aaca8545e290aa5634797afe1965.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/284feb2572b3aaca8545e290aa5634797afe1965.webm	(from https://benlordiase.com/index.html)
13:11:12	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:11%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/00ab4bb6e7bf6182f95839b5bf416a8a4c6e7819.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/00ab4bb6e7bf6182f95839b5bf416a8a4c6e7819.mp4	(from https://benlordiase.com/index.html)
13:11:12	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:11%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/284feb2572b3aaca8545e290aa5634797afe1965.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/284feb2572b3aaca8545e290aa5634797afe1965.webm	(from https://benlordiase.com/index.html)
13:11:13	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:12%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/8029f3ed3bf07bc61b50f3fe7aff317d5bc53bb4.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/8029f3ed3bf07bc61b50f3fe7aff317d5bc53bb4.mp4	(from https://benlordiase.com/index.html)
13:11:13	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:13%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/6e7ae33899041a368becdff9b35708a5a2a29a9d.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/6e7ae33899041a368becdff9b35708a5a2a29a9d.webm	(from https://benlordiase.com/index.html)
13:11:14	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:13%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/141534abd58f8ec33efa988ac4eeb1b603316c52.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/141534abd58f8ec33efa988ac4eeb1b603316c52.mp4	(from https://benlordiase.com/index.html)
13:11:14	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:14%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/cc6ffeec0a634ec9a5e5d5173352969acdf34f44.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/cc6ffeec0a634ec9a5e5d5173352969acdf34f44.webm	(from https://benlordiase.com/index.html)
13:11:15	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:15%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/fe0edfe125ed12c23f67fd5e199f6ca835c45a6d.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/fe0edfe125ed12c23f67fd5e199f6ca835c45a6d.mp4	(from https://benlordiase.com/index.html)
13:11:16	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:15%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/18dd3e0971b153996f170c9c19b8c2303711bf32.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/18dd3e0971b153996f170c9c19b8c2303711bf32.webm	(from https://benlordiase.com/index.html)
13:11:16	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:16%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/70b6b4b4ba889027ed30fe8f7b384cfcc6d0a994.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/70b6b4b4ba889027ed30fe8f7b384cfcc6d0a994.mp4	(from https://benlordiase.com/index.html)
13:11:17	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:17%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/44d6053a16210a136f874d87e13f6cb6d2323d48.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/44d6053a16210a136f874d87e13f6cb6d2323d48.webm	(from https://benlordiase.com/index.html)
13:11:18	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:17%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/fb1941c6104fdc822bf5ae297e0c1cce04304561.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/fb1941c6104fdc822bf5ae297e0c1cce04304561.mp4	(from https://benlordiase.com/index.html)
13:11:18	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:18%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/814e142cae1b3da7bd7455709d3ab8674bbb734d.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/814e142cae1b3da7bd7455709d3ab8674bbb734d.webm	(from https://benlordiase.com/index.html)
13:11:19	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:19%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/003ab185e3008c780294aaf6929ce95e6e61fdc2.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/003ab185e3008c780294aaf6929ce95e6e61fdc2.mp4	(from https://benlordiase.com/index.html)
13:11:20	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:19%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/af2fe29e74bfd33f1a7411660ed17a837047e6a2.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/af2fe29e74bfd33f1a7411660ed17a837047e6a2.webm	(from https://benlordiase.com/index.html)
13:11:21	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:20%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/014f2a98aa805aae001a228a1dbdd308ec2c5007.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/014f2a98aa805aae001a228a1dbdd308ec2c5007.mp4	(from https://benlordiase.com/index.html)
13:11:21	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:21%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/51a80e399f271050916268ce786297106e606d34.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/51a80e399f271050916268ce786297106e606d34.webm	(from https://benlordiase.com/index.html)
13:11:22	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:21%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/5065f6ed7fcfa21950981674b1f25764b2b07317.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/5065f6ed7fcfa21950981674b1f25764b2b07317.mp4	(from https://benlordiase.com/index.html)
13:11:23	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:22%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/92e3a52aee66d91a058e85d465d42ab3e797c897.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/92e3a52aee66d91a058e85d465d42ab3e797c897.webm	(from https://benlordiase.com/index.html)
13:11:23	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:23%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/06919f37253a7b3a7811b59c379d6e6b3be13ddc.mp4	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/06919f37253a7b3a7811b59c379d6e6b3be13ddc.mp4	(from https://benlordiase.com/index.html)
13:11:24	683/683	---MC-	302	error ('Found')	text/html	date:Fri,%2001%20Aug%202025%2018:11:23%20GMT	https://benlordiase.com/index/https://sanity-proxy-v2.phantom.app/files/3nm6d03a/production/a5e70cc0f7ac7971ee675bbcf76d1667908d9d0c.webm	C:/My%20Web%20Sites/phantom/benlordiase.com/index/https_/sanity-proxy-v2.phantom.app/files/3nm6d03a/production/a5e70cc0f7ac7971ee675bbcf76d1667908d9d0c.webm	(from https://benlordiase.com/index.html)
